id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,dureeTravailLibelle,dureeTravailLibelleConverti,qualificationCode,qualificationLibelle,codeNAF,secteurActivite,secteurActiviteLibelle,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,salaire.libelle,contact.coordonnees1,origineOffre.origine,origineOffre.urlOrigine,salaire.complement1,salaire.complement2,deplacementCode,contact.nom,salaire_per_year,Contrat,city_name,matched_acad,diploma_needed
179WDCM,CARISTE (H/F),"Bienvenue chez Partnaire !

Cette offre de Cariste (H/F) pourrait bien être la clé de votre prochaine aventure professionnelle.

Notre client Groupe Atlantic labellisé Top Employeur 2024 recrute à compter de Juillet pour sa plateforme logistique de la Roche sur Yon (1050 équipiers - 25 minutes à pied du centre-ville et 30 min. des Sables d'Olonne)
Depuis 1968 le Groupe innove pour le confort thermique, et le bien-être de ses clients partout dans le monde.
L'entreprise familiale incarne des valeurs qui depuis toujours font son succès et son attractivité.

Vous avez des doutes sur votre capacité à occuper le poste, le fait de n'avoir aucune expérience en conduite de chariots ou encore la légitimité de votre candidature ? Pas d'inquiétude, vous serez formé.e sur poste ! Ce poste est accessible à toutes et tous ceux qui possèdes le CACES 1B et 5
Vos principales missions seront :
- Réception des marchandises
- Mise en stock
- Préparation des commandes
- Picking
- Mise en ligne
- Chargement des camions
- Contrôle qualité
- Utilisation de l'informatique (scan et codes-barres)

Le travail s'effectue en équipe, une rotation sur les postes est instaurée tous les jours.
Horaires en 2*8 en alternance une semaine sur deux.

Rémunération : taux horaire 12.46EUR + prime panier de 7,30EUR par jour + primes intéressements et semestrielle
Pauses rémunérées ! Si vous apprécié la conduite d'engins, que vous êtes dynamique, motivé et désireux de travailler en équipe dans une bonne ambiance, ce poste est fait pour vous.

Le Groupe Atlantic encourage la diversité et la mixité des équipes et recrute à compétence égales.

Si cette opportunité correspond à vos ambitions, cliquez pour postuler !

Nous avons hâte de vous rencontrer pour discuter avec vous.

Mes avantages :

- Une mutuelle santé
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:28:40.904Z,2024-08-23T04:28:41.125Z,N1101,Cariste,Cariste en préparation logistique,MIS,Intérim - 8 Mois,Contrat travail,D,0,37H,Temps plein,1.0,Manœuvre,78.20Z,78.0,Activités des agences de travail temporaire,85 - Roche-sur-Yon,46.671717,-1.412585,85000,85191,PARTNAIRE,Horaire de 12.0 Euros à 13.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=xRUFlVY/nv+/9RAQgVbQkw==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDCM,0,0,0.0,0,24960.0,Intérim,Roche-sur-Yon,,Gestion et Management
179WDCL,Électromécanicien magasinier (H/F),"PARTNAIRE LORIENT, chercheur de talents en CDI, CDD, Intérim vous propose un poste d' ELECTROMECANICIEN MAGASINIER (h/f) pour son client spécialisé dans le traitement de surface pour le secteur de la navale.

Dans le cadre du développement des activités de notre client, nous recherchons son futur collaborateur dans le cadre d'un départ en retraite.
Vos missions seront les suivantes :
- Intervenir sur toute la gamme de matériel afin de réaliser des contrôles ou des maintenances basiques
- Contrôler et préparer le matériel avant la remise en service (vérification des niveaux, filtres, batteries et des documents techniques nécessaires au chantier)
- Nettoyage et contrôle du matériel à son retour des chantiers
- Réaliser la maintenance de premier niveau (commande éventuelle de pièces détachées, réparation élémentaire)
- Participer à la gestion du stock des pièces détachées, à sa propreté et à son rangement
- Grouper les produits destinés à une commande
- Contrôler la conformité des produits réceptionnés et livrés
- Acheminer les colis en zone d'expédition, de stockage ou de production
- Réaliser le conditionnement, assemblage simple, emballage
- Charger les véhicules de transport
- Etiqueter les articles et les cartons
- Gérer les stocks : contrôler la rotation des produits, vérifier leur disponibilité, s'approvisionner auprès des fournisseurs
- Suivre le logiciel de stocks : produits réceptionnés ou sortis
- Participer aux inventaires de stock
Poste à pourvoir au plus vite pour une finalité en CDI
Travail du lundi au vendredi en horaire de journée.
Rémunération selon expérience Vous possédez une double expérience, magasinier et électromécanicien sur du matériels électroportatifs et machines spéciales industrielles ... Vous souhaitez vous investir sur du long terme dans une entreprise reconnue dans son domaine. Vous êtes reconnu pour être organiser, rigoureux, habile et vous aimez le travail en équipe.

Participation, mutuelle, CET",2024-08-23T04:28:38.723Z,2024-08-23T04:28:38.942Z,I1304,Technicien / Technicienne de maintenance industrielle,Électromécanicien(ne) d'équipements industriels,CDI,CDI,Contrat travail,E,5,38H,Temps plein,2.0,Ouvrier spécialisé,78.20Z,78.0,Activités des agences de travail temporaire,56 - Lorient,47.750687,-3.378425,56100,56121,GROUPE PARTNAIRE,Horaire de 13.0 Euros à 15.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=XiqZHxwfl9jpen5Ix5um2Q==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDCL,0,0,0.0,0,27040.0,CDI,Lorient,,Ingénierie et Technologie
179WDCK,Chef d'atelier (H/F),"Partnaire, acteur majeur de l'emploi depuis 1952, propose une offre globale au service de la gestion des Ressources Humaines : CDI, CDD, Intérim, Formation et Conseil. Nous sommes une agence BTP qui intervient dans les corps de métiers suivants : gros oeuvre, second oeuvre et travaux publics. 
L'équipe de Partnaire BTP est heureuse d'accueillir votre candidature. A très bientôt.

Nous recherchons un chef d'atelier dans la serrurerie métallerie (H/F) 

Vos missions : 

- Gérer les priorités en fonction du planning 
- Management, organisation et suivi de production
- Gérer les approvisionnements pour l'atelier et pour les chantiers 
- Savoir lire des plans, traçage, pliage, formage et faire du polissage 
- Acquérir des règles de sécurité, aménagement de l'atelier et de ses postes pour une meilleure rentabilité de production 
- Soudure toute position (TIG, MIG, ARC) Profil recherché : 

- Diplôme non obligatoire mais CAP/BAC/BEP en métallerie apprécié
- Vous disposez d'une expérience de 3 à 5 ans en métallerie-serrurerie ou similaire 
- Travailler le fer, inox, l'aluminium, le laiton 
- Maitrise de finition et de travail soigné 
- Etre autonome, rigoureux, motivé et ayant l'esprit d'équipe, vous êtes reconnu tant pour votre savoir être que pour vos connaissances techniques 
- connaissance en métallerie

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:28:22.251Z,2024-08-23T04:28:22.473Z,H2907,Fondeur / Fondeuse en métallurgie,Chef d'équipe de fabrication en métallurgie,CDI,CDI,Contrat travail,E,2,35H,Temps plein,8.0,Agent de maîtrise,78.20Z,78.0,Activités des agences de travail temporaire,77 - Nemours,48.266711,2.703049,77140,77333,OTTI,Horaire de 14.0 Euros à 18.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=XZDZMoTfJGJLTSHqggRJmQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDCK,0,0,0.0,0,29120.0,CDI,Nemours,,Ingénierie et Technologie
179WDCJ,Comptable (H/F),"Bienvenue chez Partnaire ! 
Cette offre de Comptable (F/H) pourrait bien être la clé de votre prochaine aventure professionnelle !

Entreprise de plus de 7500 collaborateurs, 650 distributeurs, des centres de R & D sur chaque continent, elle diffuse ses produits dans 126 pays. Ses tables de réunion, bureaux, fauteuils ou rangements, bien plus que du mobilier de bureau, sont partout déployés selon la même philosophie : faire de l'aménagement un art de vivre au travail. C'est à Saint-Hilaire de Loulay, en Vendée, que se situe l'unité de production de mobilier française.

Dans le cadre d'un remplacement, nous recrutons un.e Comptable H/F en comptabilité client.

Vous serez amené à assurer la comptabilité des clients pour une clôture annuelle optimale des actifs et des passifs
clients. Vos missions seront les suivantes : 

- Suivi et relance des clients.
- Suivi des litiges et des contentieux.
- Suivi du risque client et rapport sur les créances irrécouvrables.
- Calcul et déclaration de la TVA et du CODIFAB
- Participe aux tâches de clôture du mois. Effectue les écritures comptables et les différents
contrôles.
- Effectue la réconciliation du bilan sur une base mensuelle.
Polyvalence au sein du service :
- Processus d'acquisition des immobilisations
- Soutien à la trésorerie.
- Respecte la politique QEH&S et participe à l'obtention des résultats escomptés en matière de
QEH&S.
- Applique le système QEH&S

Salaire : 1 900 EUR à 2 200 EUR selon profil.
Horaires : 35 h par semaine.
Restauration sur place possible avec participation de l'entreprise.
Indemnité kilométrique journalière selon grille.

Si cette opportunité correspond à vos ambitions, cliquez pour postuler !

Iris, Fiona et Catherine - Diplôme : 2 ans d'études supérieures en comptabilité et finance.
- Minimum 3 ans d'expérience dans le domaine de la comptabilité d'une entreprise
manufacturière.
- Expérience en matière de recouvrement des impayés

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:28:20.607Z,2024-08-23T04:28:20.867Z,M1203,Comptable,Comptable,MIS,Intérim - 4 Mois,Contrat travail,E,1,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,85 - Montaigu-Vendée,46.979292,-1.292128,85600,85146,PARTNAIRE,Mensuel de 1900.0 Euros à 2000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=g2mnxGStKj48Mmn5suoing==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDCJ,0,0,0.0,0,22800.0,Intérim,Montaigu-Vendée,,Gestion et Management
179WDCH,Technicien de maintenance (H/F),"Le cabinet Partnaire Recrutement CDI recrute encore et toujours !
Nous recherchons un Technicien de Maintenance h/f en CDI pour notre client, groupe industriel spécialisé dans les domaines aéronautique et ferroviaire.

Rattaché hiérarchiquement au Responsable Maintenance, vous réalisez les interventions de maintenance préventive, corrective et améliorative au sein d'un atelier composé de 20 collaborateurs.

A ce titre, vos missions sont les suivantes :
- Installation et mise en service de nouveaux équipements
- Diagnostic et réparation des systèmes de tuyauterie existants en PP, PPH, PVC-U, PVDF, PVC-C... (Montage, installation, assemblage)
- Traçabilité de l'ensemble des interventions dans la GMAO

Ce poste nécessite des interventions sur une station de traitement des effluents et de production d'eau osmosée et
déminéralisée avec surveillance permanente des paramètres clés, PH, conductivité, pressions...telles que le remplacement des filtres, le rajout des réactifs, l'approvisionnement adoucisseur, la surveillance des niveaux des cuves de déchets et leurs installations périphériques, le pilotage d'un évaporateur-concentrateur et la surveillance d'un laveur d'air et ses équipements.

Enfin, vous assurez le pilotage des intervenants extérieurs et assurez l'accompagnement des sous-traitants en étant garant de leur accueil sécurité.

Travail du lundi au vendredi en horaires de journée sur une amplitude de 7h30 à 18h (alternance des horaires une semaine sur 2) / 38h par semaine dont 13.33h d'heures supplémentaires payées. Vous êtes nécessairement diplômé d'un Bac+2 filière Maintenance industrielle et justifiez obligatoirement d'une expérience d'au moins 5 ans en tant que technicien de maintenance.

Vos titres d'habilitation électriques sont en cours de validité.

Vous possédez des connaissances approfondies en mécanique, électricité, hydraulique et pneumatique mais également des bases en automatismes.

Vous êtes à l'aise avec la lecture et l'interprétation des plans techniques et schémas électriques et êtes familier avec la lecture et l'interprétation technique des documents constructeurs.

La GMAO n'a aucun secret pour vous !

Vous êtes sensibilisé(é) aux contraintes liées aux réseaux de tuyauterie et aux fluides transportés et êtes en capacité d'identifier des actions à mener en cas de panne.

Personne de terrain, vous savez faire preuve de polyvalence et d'adaptabilité. 
Autonome et rigoureux, vous êtes reconnu pour votre esprit d'équipe et votre force de proposition.

Vous souhaitez vivre une aventure professionnelle passionnante, où vous pourrez faire des propositions, améliorer les choses, prendre des initiatives et développer votre expertise ?
Vous recherchez une ambiance conviviale et professionnelle ?
Rejoignez l'équipe de notre client où votre expertise est la bienvenue et postulez !

Le salaire annuel brut s'élève entre 38000EUR et 40000EUR.",2024-08-23T04:28:18.499Z,2024-08-23T04:28:18.749Z,I1304,Technicien / Technicienne de maintenance industrielle,Technicien / Technicienne de maintenance industrielle,CDI,CDI,Contrat travail,E,5,39H,Temps plein,7.0,Technicien,78.20Z,78.0,Activités des agences de travail temporaire,93 - Dugny,48.949765,2.421768,93440,93030,PARTNAIRE,Annuel de 40000.0 Euros à 40000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=fJhywcJ8w6SYQCg1jfnWIg==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDCH,0,0,0.0,0,40000.0,CDI,Dugny,,Ingénierie et Technologie
179WDCG,Employé polyvalent en établissement hôtelier,"Aquila RH Nice, acteur du recrutement en CDD recherche pour l'un de ses clients, un employé polyvalent H/F

L'agence Aquila RH est une entreprise avec plus de 10 ans d'expérience qui accompagne chacun de ses candidats tout au long du processus de recrutement et au cours de leur mission avec une attention toute particulière !

Notre but ? Vous construire vos projets de demain !

Notre client est un établissement de charme situé sur le secteur de Valberg, il recherche activement son nouveau collaborateur afin de lui proposer un projet sur du long terme.

Si ce challenge vous intéresse, n'hésitez pas à postuler.


Vos missions:
- Accueil de la clientèle de l'hôtel
- Mise en place du buffet petit déjeuner
- Nettoyage de la salle de restaurant
- Effectuer le service en salle si besoin

Les horaires : (poste en continu) Base de 35 semaine

(horaires susceptibles de changer si accroissement d 'activité)

Travail le Week end et jours fériés

09h00 -11h00
11h30 -14h30
ou
18h00-18h30
19h00-23h00

Avantages :

- Repas sur place
- Adhésion Mutuelle
- Logement de fonction Votre profil:
Niveau d'études: CAP / BEP


",2024-08-23T04:28:16.834Z,2024-08-23T04:28:17.051Z,G1502,Employé / Employée d'hôtel,Employé(e) polyvalent(e) en établissement hôtelier,MIS,Intérim - 3 Mois,Contrat travail,D,0,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,06 - Péone,44.100435,6.93811,6470,6094,LABBA- Aquila RH intérim,Mensuel de 2000.0 Euros à 2500.0 Euros sur 12.0 mois,http://app.mytalentplug.com/redirection.aspx?ojid=LTgm4w+HL7ralInfAQ878Q==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDCG,0,0,0.0,0,24000.0,Intérim,Péone,,Autre
179WDCF,Chauffeur spl regional (H/F),"Votre agence Partnaire Rennes recherche pour l'un de ses clients basé sur Vitré (35) 2 conducteurs SPL (H/F) pour de la distribution de produit alimentaire en magasin .

Sous la responsabilité du responsable d'exploitation et de son équipe , vous occupez un poste de chauffeur SPL( H/F) en livraison de produits alimentaire en magasin , une prise de poste en journée et une prise de  poste de nuit sont à pourvoir.

Vous serez amené à effectuer les taches suivantes:
- Contrôle du matériel avant départ.
- Accroche/décroche
- Effectuer les pleins de carburant
- Chargement/déchargement
- Entretien du véhicule et du matériel mis à votre disposition Vous êtes titulaire du Permis EC , carte chrono , carte de qualification à jour de validité.

Vous savez faire preuve d'initiative en accord avec l'exploitation et savez faire fasse à tout imprévu.

Rémunération:

Taux horaire brut 12.43 euros + heures supplémentaires majorées + indemnités et primes (double poste et travail le samedi) selon convention collective du transport

Travail possible du dimanche au samedi avec 2 jours de repos dans la semaine
Horaires possibles : journée ou nuit

Prise de poste à Erbrée

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:28:16.670Z,2024-08-23T04:28:16.914Z,N4101,Conducteur / Conductrice de poids lourd,Chauffeur / Chauffeuse de poids lourd,MIS,Intérim - 3 Mois,Contrat travail,D,0,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,35 - Vitré,48.111464,-1.192699,35500,35360,PARTNAIRE RENNES,Horaire de 12.0 Euros à 12.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=q4kqa4bL1efISKLMPcaHzw==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDCF,0,0,0.0,0,24960.0,Intérim,Vitré,,Santé et Médecine
179WDBY,OPÉRATEUR DE MISE SOUS PLIS (H/F),"Notre agence Partnaire Blois recrute un Opérateur de mise sous plis H/F.

Vous intégrez cette entreprise internationale présente dans 17 pays, spécialisée dans l'édition et la logistique du courrier. En pleine expansion emplois environs 70 collaborateurs.

Au coeur de l'équipe production, vous assurez le bon fonctionnement des lignes de mises sous plis.

- l'affranchissement de courriers, 
- l'approvisionnement de ligne en enveloppes et avis de recommandés, 
- le contrôle qualité, 
- la traçabilité des documents, 
- la maintenance de premier niveau, 

Quelques infos en plus :
- Le poste à pouvoir est intérim
- Lieu de travail : Blois
- Horaire : 2X8 ou possibilités horaires de journée
- Rémunération : 11EUR65/heure + primes liées aux horaires

Plus qu'un clic pour postuler... Go ! - Avoir une ou plusieurs expériences dans l'industrie
- Disposer de compétence dans la mécanique, 
- Etre à l'aise avec l'outil informatique
- Polyvalence, rigueur, dynamisme, proactivité,

Mes avantages :

- Une mutuelle santé
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:14:22.279Z,2024-08-23T04:14:22.478Z,E1302,Conducteur / Conductrice de machines de façonnage routage,Opérateur(trice) sur machines à assembler en ind graphique,MIS,Intérim - 2 Mois,Contrat travail,E,1,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,41 - Blois,47.581246,1.316402,41000,41018,GROUPE PARTNAIRE,Horaire de 11.65 Euros à 11.65 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=N7yzuFI9eWd35mSEkjUekQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDBY,0,0,0.0,0,24232.0,Intérim,Blois,,Ingénierie et Technologie
179WDBX,Commis de cuisine (H/F),"Votre agence Partnaire Noisy Le Grand, avec son équipe dynamique et souriante a le poste qu'il vous faut ! Nous serons à votre écoute au quotidien pour vous assurer un suivi personnalisé.

Vous travaillerez dans le domaine de la restauration collective. Notre client recherche un commis de cuisine (H/F) sur le secteur d'Ozoir La Ferrière.

Dans le cadre de votre mission, vous serez amené à : 

- Gérer les cuissons
- Eplucher et couper les légumes
- Elaborer les sauces
- Réaliser les desserts
- Dresser les plats et assiettes
- Mettre en place les denrées alimentaires
- Nettoyer et entretenir les locaux

Horaires : Horaires du lundi au vendredi de 05h00 à 12h30

Poste évolutif sur un poste de cuisinier Vous êtes une personne reconnue pour votre réactivité, et votre dynamisme.
Une première expérience sur un poste similaire en tant que cuisinier en restauration collective est obligatoire.

Rémunération: 11,70 EUR/h 

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:14:15.530Z,2024-08-23T04:14:15.783Z,G1602,Commis / Commise de cuisine,Commis / Commise de cuisine de collectivité,MIS,Intérim - 3 Mois,Contrat travail,E,1,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,77 - Ozoir-la-Ferrière,48.767283,2.673278,77330,77350,PARTNAIRE,Horaire de 11.65 Euros à 11.65 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=SLcy889m74/pgVAnOt63ag==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDBX,0,0,0.0,0,24232.0,Intérim,Ozoir-la-Ferrière,La Réunion,Santé et Médecine
179WDBW,Chef d'équipe (H/F),"PARTNAIRE LORIENT, spécialiste du recrutement CDI, CDD, intérim, vous propose un emploi de CHEF D'EQUIPE (H/F). Notre client, basé dans la région de LORIENT est spécialisé dans la conception, la fabrication, l'installation et la maintenance d'aires de jeux, équipements sportifs. Elle compte 20 salariés.
Il vous propose de participer à son développement et n'attend plus que vous !

Sous la responsabilité du dirigeant et en collaboration avec les équipes, vous participez aux missions suivantes :
- Préparation des chantiers : équipements, personnels ...
- Participer aux installations.
- Réaliser le suivi des chantiers.
- Suivre les règles de sécurité : baliser le chantier, gestes et postures...


Travail du Lundi au Vendredi. Chantiers sur le grand ouest : déplacements à la semaine (retour sur Lorient le vendredi après-midi)
Rémunération selon expériences.

Contrat CDI Vous bénéficiez d'une expérience similaire et significative dans les secteurs du BTP ou du paysagisme.
Vous savez utiliser les engins de chantier type chariot élévateur et mini pelle.

Pour cette mission nous demandons des compétences en maçonnerie, scellement, montage mécanique, manutention, conduite d'engins, sécurité de chantier, gestion d'équipe, gestion des aléas, gestion des délais.

Mutuelle, participation, repas payés, frais de déplacement pris en charge",2024-08-23T04:14:10.742Z,2024-08-23T04:14:10.949Z,F1202,Chef / Cheffe de chantier,Chef de chantier du BTP,CDI,CDI,Contrat travail,E,5,39H,Temps plein,8.0,Agent de maîtrise,78.20Z,78.0,Activités des agences de travail temporaire,56 - Guidel,47.79091,-3.488029,56520,56078,GROUPE PARTNAIRE,Mensuel de 2500.0 Euros à 3300.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=qX6aiNeegAhkBhzYpcPh1Q==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDBW,0,0,0.0,0,30000.0,CDI,Guidel,,Ingénierie et Technologie
179WDBV,Animateur sécurité (H/F),"Partnaire Orléans Tertiaire recrute pour son client, coopérative agricole française spécialisé dans la production et commercialisation de légumes en conserve, un Animateur sécurité (H/F). 

Ce poste est à pourvoir en CDI sur la commune de la Chapelle Saint Mesmin !

Rattaché au directeur de site, vous l'assistez dans ses missions de la mise en oeuvre de la politique sécurité dans le cadre de la démarche prévention définie. 
Vous évoluez en autonomie en support de la direction. 

Vos missions : 

- Centraliser les informations sur les AT et les analyser 
- Participer aux enquêtes terrain sur les accidents ou incidents
- Mettre à jour les indicateurs de tableau de bord 
- Réaliser des dialogues sécurité et en assurer le suivi 
- Organiser et suivre la mise à jour du DUERP 
- Créer et diffuser des supports de communication santé, sécurité au travail 
- Aider à la programmation des cartes pour l'utilisation des engins de manutention et l'identification des conducteurs 
- Aide à la préparation et participer au Copil Sécurité Diplôme en hygiène, sécurité, environnement (HSE) ou en gestion des risques industriels.

Profils : 

- Réactivité et capacité à prendre des décisions rapides en cas d'urgence.
- Rigueur et souci du détail.
- Esprit d'initiative et capacité à proposer des solutions innovantes pour améliorer la sécurité.

Rémunération : 35-42 KEUR selon profils. 
Horaires variables à la journée : 08h00 - 17h00.",2024-08-23T04:14:05.552Z,2024-08-23T04:14:05.807Z,H1302,Responsable Hygiène Sécurité Environnement (HSE) en industrie,Chargé(e) de l'hygiène et de la sécurité du travail en ind,CDI,CDI,Contrat travail,E,2,37H,Temps plein,8.0,Agent de maîtrise,78.20Z,78.0,Activités des agences de travail temporaire,45 - Chapelle-Saint-Mesmin,47.889217,1.835929,45380,45075,PARTNAIRE,Annuel de 35000.0 Euros à 40000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=9abTEFb5HjaLspQd4LTi3Q==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDBV,0,0,0.0,0,35000.0,CDI,Chapelle-Saint-Mesmin,,Sciences Sociales et Humanités
179WDBT,Administrateur systèmes et réseaux informatiques (H/F),"Partnaire Bron recrute un Administrateur systèmes et réseaux H/F) pour l'un de ses clients prestigieux situé à Rillieux la Pape (69). Intégrez une équipe dynamique et innovante, et participez à des projets passionnants dans un secteur en constante évolution.

Rattaché à la direction informatique (ou IT) de l'entreprise.

Pilotage de clients (petits comptes) :
? Être le référent technique et le point d'entrée vis-à-vis d'autres services et de son 
manager concernant le client. 
? Animer des instances de pilotage régulières. 
? Définir et suivre des indicateurs de performance et de capacité.
? Définir les plans d'action et les suivre. 
? S'assurer de la bonne communication avec les parties prenantes en planifiant des 
points réguliers afin de coordonner ses actions. 
? Être garant du respect des engagements en s'appuyant sur les moyens techniques et 
humains mis à disposition du client.
? Détecter les nouveaux besoins et être force de proposition dans l'amélioration, 
l'optimisation et l'évolution.
Déploiement et mise en production : 
? Réaliser les tâches provenant des projets, des changements identifiés ou des plans 
d'actions pilotés par le SAM Référent client sur le SI des clients et rédiger la 
documentation Adhoc
? Réaliser des changements en autonomie cadré par un acte de vente ou inclus dans 
le contrat de service.
Exploitation et administration :
? Garantir la performance des services et solutions. Assurer les actes techniques 
complexes et ou ne pouvant pas être documentés, maintenir en condition 
opérationnelle (MCO) le ou les périmètres confiés en veillant au respect des 
engagements. Réaliser en autonomie des projets de déploiement (Poste de travail, imprimantes, 
terminaux et équipements de sécurité Firewall / switch) sur les sites clients 
(livraison/réception du matériel, installation sur site, vérification du bon 
fonctionnement).

Support n3 et expertise :

? Réaliser du support expertise niveau 3. 
? Etablir des diagnostiques pour identifier les root causes et procéder à la résolution 
d'incidents complexes.

Support n2, n1 & helpdesk : 

? Assurer une assistance téléphonique et de proximité aux utilisateurs des clients 
infogérés dans le respect du niveau de service contracté. 
? Qualifier et prendre en charge les demandes entrantes.
? Réaliser des documentations techniques pour enrichir la base de connaissance 
interne.
? Procéder aux escalades correspondantes le cas échéant afin d'en assurer un 
traitement optimal.

Bac +2/3 (type SIO/ASRBD)
Niveau de rémunération :
Non Cadre / pas de véhicule
Expérience confirmée dans la fonction : 2 à 3 ans dans l'opérationnel 
Soft skills : Les valeurs fondamentales 
Technique (mots clefs) dans une approche administration et déploiement.
- VMWARE /HYPER-V
- FIREWALL 
- OS WINDOWS 2019 et +
- MICROSOFT RDS
- MESSAGERIE EXCHANGE / O365
- SWITCH

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:14:02.769Z,2024-08-23T04:14:03.058Z,D1407,Technico-commercial / Technico-commerciale,Ingénieur(e) technico-commercial(e) en informatique,MIS,Intérim - 12 Mois,Contrat travail,E,1,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,69 - Rillieux-la-Pape,45.818387,4.892817,69140,69286,PARTNAIRE,Annuel de 30000.0 Euros à 35000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=/sKk/FmRViw1wa/G/q+5Iw==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDBT,0,0,0.0,0,30000.0,Intérim,Rillieux-la-Pape,La Réunion,Sciences Sociales et Humanités
