id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,dureeTravailLibelle,dureeTravailLibelleConverti,alternance,accessibleTH,qualificationCode,qualificationLibelle,codeNAF,secteurActivite,secteurActiviteLibelle,offresManqueCandidats,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,entreprise.entrepriseAdaptee,salaire.libelle,contact.coordonnees1,contact.urlPostulation,origineOffre.origine,origineOffre.urlOrigine,competences,qualitesProfessionnelles,salaire.complement1,salaire.complement2,contact.nom,contact.courriel,salaire.commentaire,langues,deplacementLibelle,permis,formations,deplacementCode,contact.coordonnees2,contact.coordonnees3,experienceCommentaire,nombrePostes,filtre,agregation
179XXHZ,Animateur / Animatrice petite enfance - Automne 2024 (H/F),"*** AUTOMNE 2024 *** Possibilité de logement avec participation financière

Poste à pourvoir au plus tôt et jusqu' au 13 décembre 2024

Vous travaillerez au sein de la Halte-Garderie « Maison des Enfants ».
Vous organiserez et effectuerez l'accueil et les activités qui contribuent au développement de l'enfant dans le cadre du projet éducatif de la structure sous la responsabilité de la directrice ou de son adjointe.

Lettre de motivation et CV à adresser par mail ou courrier à: 
Maison des enfants
Pra Carraz - 73500 AUSSOIS",2024-08-24T21:10:02.506Z,2024-08-24T21:10:03.034Z,K1307,Animateur / Animatrice petite enfance,Animateur / Animatrice petite enfance,CDD,CDD - 3 Mois,Contrat travail,E,6 Mois,35H,Temps plein,0.0,0.0,6.0,Employé qualifié,84.11Z,84.0,Administration publique générale,0.0,73 - AUSSOIS,45.229546,6.74217,73500.0,73023.0,MAISON DES ENFANTS,0.0,Mensuel de 1850.0 Euros sur 12.0 mois,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXHZ",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXHZ,"[{'libelle': 'Expérience auprès de jeunes enfants ', 'exigence': 'E'}]","[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}]",Hébergement,,MAISON DES ENFANTS - Mme MARIE-LINE BRUNI,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXHZ",,,,,"[{'codeFormation': '44041', 'domaineLibelle': 'petite enfance', 'niveauLibelle': 'CAP, BEP et équivalents', 'exigence': 'E'}]",,,,,,,
179XXHY,CHAUFFEUR SPL INTER-USINES,"L'agence Aquila RH Belfort recherche pour l'un de ses clients un CHAUFFEUR SPL pour effectuer de l'INTER-USINES H/F.


Vos missions:
Vous effectuerez des navettes entres différents dépôts de la région.

Horaires de journée. 
Votre profil:
Vous disposez d'une expérience conséquente dans le domaine du transport.

",2024-08-24T21:03:09.022Z,2024-08-24T21:03:09.226Z,N4101,Conducteur / Conductrice de poids lourd,Conducteur / Conductrice de véhicules Super Lourds,MIS,Intérim - 6 Mois,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,0.0,90 - Belfort,47.640938,6.857469,90000.0,90010.0,VERSITY,0.0,Annuel de 21204.0 Euros à 26204.0 Euros sur 12.0 mois,http://app.mytalentplug.com/redirection.aspx?ojid=2EqUKejG6uCK1DNfB9BQwg==,http://app.mytalentplug.com/redirection.aspx?ojid=2EqUKejG6uCK1DNfB9BQwg==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXHY,,,,,,,,,,,,,,,,,,
179XXHX,Ref VC CGU    CONTROLEUR de GESTION  USINE (H/F),"Ref VC CGU    CONTROLEUR de GESTION  USINE
Entreprise :  
 Leader mondial du développement, de l'industrialisation et de la production des systèmes antivibratoires destinés à l'industrie automobile : suspensions moteur, échappement - articulation train-triangle -palier de barre antidevers . 
Le développement de ses activités nécessite de structurer son contrôle de gestion de son usine sur Nantes.
  
Missions :
Rapportant à la Direction Europe du contrôle de gestion usine et au sein d'une équipe administrative et financière dynamique, vous animerez et valoriserez  les indicateurs de la performance industrielle auprès des opérationnels et de la direction du site. Plus particulièrement, vous: 
- Contribuez à l'élaboration des plans , des budgets, des prévisions mensuelles  en lien avec le Directeur du site et le Control Group
- Participez aux clôtures et à la production du reporting mensuel
- Analysez, traitez et informez des résultats analytiques liés aux revues mensuelles et trimestrielles
- Analysez les écarts et suivez les plans d'actions
- Suivez les CAPEX
- Assurez un support à la Direction financière pour les clôtures et les audits internes

 
Compétences :
-  Bac+ 3 à +  5 
- Expérience minimum de 4 ans  en contrôle de gestion industriel en environnement international
-  Connaissance SAP module FI / CO souhaitée
  Anglais bon niveau
-  Analytique
-  Autonome
-  Réactif
-  Organisé
-  Rigueur
-  Communiquant
-  Empathie
   
Lieu de Travail :   Nantes",2024-08-24T21:02:58.793Z,2024-08-24T21:02:59.235Z,M1204,Contrôleur / Contrôleuse de gestion,Contrôleur / Contrôleuse de gestion d'usine,CDI,CDI,Contrat travail,E,4 An(s),35H,Temps plein,0.0,0.0,9.0,Cadre,70.22Z,70.0,Conseil pour les affaires et autres conseils de gestion,0.0,44 - Nantes,47.239367,-1.555335,44000.0,44109.0,CIMEM,0.0,Annuel de 45000.0 Euros à 52000.0 Euros sur 12.0 mois,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXHX",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXHX,"[{'code': '116477', 'libelle': ""Indicateurs de suivi d'activité"", 'exigence': 'E'}, {'code': '122032', 'libelle': ""Calculer les marges, la rentabilité d'un produit ou d'une activité"", 'exigence': 'E'}, {'code': '300242', 'libelle': 'Déterminer des mesures correctives', 'exigence': 'E'}, {'libelle': ""Pratique de l'INTERNATIONAL"", 'exigence': 'E'}, {'libelle': 'Anglais (langue de travail)', 'exigence': 'S'}, {'libelle': 'Pratique SAP  FI/CO', 'exigence': 'E'}, {'libelle': 'Références en Contrôle de Gestion INDUSTRIEL', 'exigence': 'E'}]","[{'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Prendre des initiatives et être force de proposition', 'description': 'Capacité à initier, imaginer des propositions nouvelles pour résoudre les problèmes identifiés ou améliorer une situation. Être proactif.'}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}]",,,CIMEM - M. PIERRE BOUCHER,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXHX",,,,,,,,,,,,
179XXHV,Alternant - Commercial (H/F),"Ecofac Business School, école de commerce et de management à Rennes propose des formations en BTS, Bachelor et Mastère en alternance.

Vous recherchez une alternance pour préparer un BTS Négociation et digitalisation de la relation client ? Vous êtes au bon endroit !
Nous recherchons pour le compte d'une entreprise partenaire spécialisée dans la prestation informatique, un Commercial F/H à Noyal Chatillon sur seiche.

Les missions :

- Effectuer de la prospection physique et téléphonique (entreprises)
- Effectuer les relances clients
- Effectuer diverses tâches d'ordre marketing/communication (création de contenu sur les réseaux, mailing via un logiciel spécifique)=
- Développer le CA
- Effectuer les devis et négociation
Pourquoi nous rejoindre ?


Intégrez une école à taille humaine où l'épanouissement de nos étudiants est primordial
Profitez d'un réseau de plus de 2500 entreprises partenaires
Apprenez aux côtés de formateurs professionnels experts dans leur domaine d'intervention
Bénéficiez d'une formation en alternance rémunérée (aucun frais de formation ne sera à votre charge)
Chez ECOFAC nous croyons que le potentiel vient de la confiance, pas l'inverse.
ECOFAC RENNES",2024-08-24T20:49:35.965Z,2024-08-24T20:49:36.455Z,D1407,Technico-commercial / Technico-commerciale,Chargé(e) d'affaires technico-commercial(e),CDD,CDD - 24 Mois,Contrat apprentissage,D,Débutant accepté,35H,Temps plein,1.0,0.0,5.0,Employé non qualifié,85.42Z,85.0,Enseignement supérieur,0.0,35 - Noyal-Châtillon-sur-Seiche,48.055861,-1.661689,35230.0,35206.0,RHADAMANTE,0.0,Mensuel de 760.0 Euros à 1766.92 Euros sur 24.0 mois,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXHV",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXHV,"[{'code': '300384', 'libelle': 'Élaborer une stratégie commerciale', 'exigence': 'S'}, {'code': '122709', 'libelle': 'Établir un contrat de vente', 'exigence': 'S'}, {'code': '117243', 'libelle': 'Établir un devis', 'exigence': 'S'}, {'code': '102318', 'libelle': 'Établir un plan de tournée de prospection (ciblage, interlocuteurs, préparation de dossiers techniques)', 'exigence': 'S'}, {'code': '300241', 'libelle': ""Évaluer la mise en oeuvre d'un projet, plan d'action"", 'exigence': 'S'}]","[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Faire preuve de persévérance', 'description': ""Capacité à maintenir son effort jusqu'à l'achèvement complet d'une tâche quels que soient les imprévus, les obstacles de réalisation rencontrés.""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}]",,,RHADAMANTE - Mme nathalie charron,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXHV",,,,,,,,,,,,
179XXHS,Responsable d'exploitation en sécurité (H/F),"PREMIUM SÉCURITÉ PRIVÉE est une entreprise dynamique et en pleine croissance, réputée pour sa qualité, sa réactivité et son professionnalisme. Basée principalement en région Rhône-Alpes, notre siège social est situé à Tassin-la-Demi-Lune (69160).

Dans le cadre de notre expansion, nous recherchons un(e) Responsable d'exploitation en sécurité H/F pour renforcer notre équipe.

Vos responsabilités :

Rattaché(e) au Directeur d'exploitation, vous serez en charge d'un portefeuille de clients dont vous garantirez la satisfaction en respectant les cahiers des charges établis. Vos missions principales incluront :

Relation client : Vous êtes l'interlocuteur(trice) privilégié(e) de nos clients, assurant une communication fluide et proactive.
Gestion opérationnelle : Vous gérez les plannings via le logiciel Comète, assurez les remplacements, gérez les commandes supplémentaires et les événements.

Réunions et suivi : Vous préparez et animez les réunions mensuelles avec les clients pour assurer un suivi optimal des prestations.

Contrôle qualité : Vous vérifiez la conformité des prestations par rapport aux exigences clients.

Optimisation : Vous optimisez les heures travaillées pour une meilleure efficacité.

Sécurité : Vous mettez en place les consignes de sécurité, les plans de prévention et les notes de service.

Gestion des équipements : Vous vous assurez que les équipes disposent du matériel nécessaire, en bon état de fonctionnement.

Conformité : Vous veillez au respect des conditions de travail conformément à notre accord d'entreprise, à la convention collective et au code du travail.

Votre profil :

Expérience : Vous justifiez d'au moins 2 ans d'expérience sur un poste similaire, idéalement dans le secteur de la sécurité.

Compétences managériales : Vous êtes reconnu(e) pour vos qualités de manager et votre capacité à résoudre les problèmes opérationnels et managériaux.

Autonomie et réactivité : Vous faites preuve d'autonomie tout en sachant rendre compte, et vous êtes reconnu(e) pour votre réactivité et votre efficacité.

Relationnel : Vous savez créer des relations de proximité avec vos équipes et vos clients.

Maîtrise informatique : Vous maîtrisez les outils bureautiques (Excel, Word, Outlook) et êtes à l'aise dans un environnement informatique.

Permis : Vous êtes titulaire du permis B.

Atouts supplémentaires : Les diplômes liés à la sécurité (type SSIAP, licence professionnelle) et la possession d'une carte professionnelle seront un plus.

Ce que nous offrons :

Type de contrat : CDI à temps plein. 
Avantages : Statut Cadre, voiture de service, ordinateur portable, et téléphone portable.

Pourquoi nous rejoindre ?

En rejoignant PREMIUM SÉCURITÉ PRIVÉE, vous intégrez une entreprise en pleine expansion, où vous pourrez évoluer et relever de nouveaux défis dans un environnement stimulant et bienveillant.

Si vous êtes rigoureux(se), motivé(e) et prêt(e) à vous investir, nous serions ravis de vous accueillir dans notre équipe.

Postulez dès maintenant et participez à notre succès !",2024-08-24T20:37:47.294Z,2024-08-24T23:38:40.403Z,K2502,Responsable sécurité,Responsable d'exploitation en sécurité,CDI,CDI,Contrat travail,E,1 An(s),35H,Temps plein,0.0,0.0,9.0,Cadre,80.10Z,80.0,Activités de sécurité privée,,69 - TASSIN LA DEMI LUNE,45.761251,4.75677,69160.0,69244.0,PREMIUM SECURITE PRIVEE,0.0,Mensuel de 2800.0 Euros à 2900.0 Euros sur 12.0 mois,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXHS",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXHS,"[{'code': '100090', 'libelle': 'Techniques pédagogiques', 'exigence': 'S'}, {'code': '121638', 'libelle': 'Analyser et prévenir les risques', 'exigence': 'E'}, {'code': '124094', 'libelle': 'Proposer des solutions techniques à un client', 'exigence': 'E'}, {'code': '125316', 'libelle': 'Superviser une intervention de sécurité', 'exigence': 'E'}]","[{'libelle': 'Prendre des initiatives et être force de proposition', 'description': 'Capacité à initier, imaginer des propositions nouvelles pour résoudre les problèmes identifiés ou améliorer une situation. Être proactif.'}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Organiser son travail selon les priorités et les objectifs', 'description': 'Capacité à planifier, prioriser, anticiper des actions, en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser.'}]",Véhicule,Pc portable,PREMIUM SECURITE PRIVEE - M. Kévin DJILALI,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXHS",,,,,,,,,,,,
179XXHP,Electricien du bâtiment (H/F),"Aquila RH à Aizenay, spécialiste du travail temporaire, CDD et CDI, se distingue par son engagement, sa proximité et sa transparence envers vous afin de vous donner toutes les chances de réussir dans votre recherche d'emploi.
Implantée en Vendée depuis plusieurs années, c'est une agence à taille humaine avec comme premier objectif la satisfaction de nos candidats/intérimaires comme de nos clients.

Elodie, Cathy, Manon et Aurélie vous accueilleront avec bienveillance et efficacité afin de vous trouver l'entreprise qui vous convient.

Aquila RH à Aizenay, recherche pour l'un de ses clients basé sur le secteur de Saint Gilles Croix de Vie un électricien H/F


Vos missions:
- Passage de câbles,
- Pose de câbles et de conduits électriques apparents ou encastrés,
- Câblage d'armoire ou de tableaux de distribution électrique,
- Raccordements,
- Mise sous tension,
- Vérification de la qualité de l'installation,
- Port de charges, Votre profil:
Avoir un diplôme de CAP / BEP en électricité et une expérience minimale de 6 mois dans un poste similaire.
Assurez vous que vos habilitations électriques sont à jour.

AVANTAGES ET RÉMUNÉRATION
- Acomptes versés deux fois par semaine, les mardis et jeudis
- Taux horaire brut
- +10% indemnités compensatrices de congés payés
- +10% indemnités de fin de mission
- Mutuelle d'entreprise et accès au FASTT : formations, réductions sur les locations de voiture, accès prioritaire aux gardes d'enfant, etc.
Rejoignez Aquila RH !
www.aquila-rh.com

",2024-08-24T20:33:10.180Z,2024-08-24T20:33:10.410Z,F1602,Électricien / Électricienne du bâtiment,Électricien / Électricienne du bâtiment,MIS,Intérim - 9 Mois,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,0.0,85 - Saint-Gilles-Croix-de-Vie,46.689196,-1.928493,85800.0,85222.0,AXINTERIM,0.0,Annuel de 21204.0 Euros à 26204.0 Euros sur 12.0 mois,http://app.mytalentplug.com/redirection.aspx?ojid=skwmbz4IvtjqtWLG6zhbtA==,http://app.mytalentplug.com/redirection.aspx?ojid=skwmbz4IvtjqtWLG6zhbtA==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXHP,,,,,,,,,,,,,,,,,,
179XXHM,Conseiller Commercial (H/F),"Lynx RH recrute pour l'un de ses clients, un(e) conseiller(e) commercial(e). Notre client est spécialisé dans l'optique et les soins de la vue et est basé à Nantes (44).


Vos missions:
Rattaché(e) au Responsable de Pôle Client et dans le respect des processus définis, vos principales missions consisteront à :

- Assurer un niveau de service élevé auprès de nos clients, notamment dans la gestion de leurs commandes (suivis, conseils, informations...)
- Accompagner nos clients sur les outils
- Apporter les réponses les plus appropriées aux diverses demandes des clients
- Assurer la prise en charge des réclamations, leur suivi et la résolution des problèmes rencontrés
- Participer activement aux campagnes d'appels et aux opérations de stimulation commerciale
- Gérer les priorités dans toutes les tâches que vous aurez à accomplir
- Contribuer à une bonne coordination et un bon échange des informations entre les différents membres du Pôle Votre profil:
Doté d'un bon esprit d'analyse, vous saurez être force de proposition et gèrerez les éventuels conflits avec vos clients avec professionnalisme. Pour ce poste, une maîtrise des outils informatiques est indispensable et une adaptabilité par rapport à l'organisation du travail en agence (horaires, travail certains samedis...) est attendue.

Le poste est à pourvoir en intérim sur 18 mois, temps plein.


Les + :
- Prime du samedi à 35EUR
- Indemnité de transport
- Ticket restaurant de 10EUR

",2024-08-24T20:23:11.280Z,2024-08-24T20:23:11.547Z,D1401,Assistant commercial / Assistante commerciale,Assistant commercial / Assistante commerciale,MIS,Intérim - 18 Mois,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,0.0,44 - Nantes,47.239367,-1.555335,44000.0,44109.0,LYNX RH SERVICES,0.0,Annuel de 22000.0 Euros à 22000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/redirection.aspx?ojid=Yg1cOW5yV0YtSWI65YRcyQ==,http://app.mytalentplug.com/redirection.aspx?ojid=Yg1cOW5yV0YtSWI65YRcyQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXHM,,,,,,,,,,,,,,,,,,
179XXHL,Cuisinier / Cuisinière,"L'Enzo Hotels Vierzon by Kyriad Direct recherche son future cuisinier(e) en vue de l'ouverture de son restaurant.

Vous aurez pour mission : 

-Effectuer l'épluchage et le lavage des légumes et des  fruits 
- Préparer les viandes et les poissons (brider, barder, vider, trancher, ...) 
- Doser et mélanger les produits et ingrédients culinaires 
- Cuire ou réchauffer les viandes, poissons, légumes, ... 
- Effectuer l'entretien et le nettoyage du poste de travail, des ustensiles, des équipements ou de la cuisine 
- Contrôler l'application des règles d'hygiène alimentaire sous le couvert du chef d'établissement

Le poste est à pouvoir en CDD du 01er octobre au 30 septembre 2025  pour une durée de 30h00 par semaine. Uniquement service du soir.",2024-08-24T20:21:33.235Z,2024-08-24T20:21:33.652Z,G1601,Chef / Cheffe de cuisine,Cuisinier / Cuisinière,CDD,CDD - 12 Mois,Contrat travail,E,1 An(s),temps partiel,Temps partiel,0.0,0.0,6.0,Employé qualifié,55.10Z,55.0,Hôtels et hébergement similaire,0.0,18 - VIERZON,47.224288,2.07905,18100.0,18279.0,Kyriad Direct Vierzon,0.0,Mensuel de 1593.0 Euros à 1800.0 Euros sur 12.0 mois,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXHL",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXHL,"[{'code': '122413', 'libelle': 'Conditionnement des aliments', 'exigence': 'E'}, {'code': '104191', 'libelle': 'Procédures de la marche en avant', 'exigence': 'E'}, {'code': '120010', 'libelle': 'Production culinaire', 'exigence': 'E'}, {'code': '124935', 'libelle': 'Dresser des plats pour le service', 'exigence': 'E'}, {'code': '403537', 'libelle': 'Goûter les préparations culinaires, ajuster leur assaisonnement et prêter attention à l’esthétique des plats avant de les servir', 'exigence': 'E'}, {'code': '300446', 'libelle': 'Respecter les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE)', 'exigence': 'E'}]","[{'libelle': 'Faire preuve de réactivité', 'description': ""Capacité à réagir rapidement face à des évènements et à des imprévus, en hiérarchisant les actions, en fonction de leur degré d'urgence / d'importance.""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}]",Primes,Hébergement,Kyriad Direct Vierzon - M. Romain Garrigue,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXHL",,,Jamais,"[{'libelle': 'B - Véhicule léger', 'exigence': 'S'}]","[{'codeFormation': '42752', 'domaineLibelle': 'cuisine', 'niveauLibelle': 'CAP, BEP et équivalents', 'exigence': 'E'}]",1.0,,,,,,
179XXHH,Technicien de maintenance,"Aquila RH, agence spécialisée dans le recrutement en intérim CDD/CDI, recherche un Technicien de Maintenance h/f sur la commune d'Annemasse


Vos missions:
Vous serez en charge de la maintenance curative et préventive du parc machine, comprenant des interventions en électricité et mécanique.
Vous travaillerez en journée puis ensuite en équipe 2x8 pour assurer le bon fonctionnement des équipements.

- Assurer la maintenance curative et préventive des machines industrielles
- Intervenir en électricité et mécanique pour résoudre les problèmes techniques
- Participer à l'amélioration continue des processus de maintenance
- Respecter les normes de sécurité et les procédures qualité de l'entreprise

Bénéfices offerts par Aquila RH :
Aquila RH vous propose des avantages attractifs pour accompagner votre mission en intérim, notamment :
- Acomptes versés 2 fois par semaine (mardi et jeudi)
- Indemnité de fin de mission et indemnité congés payés augmentées de 10%
- Avances de trésorerie jusqu'à 100% de vos indemnités
- Epargne rémunérée à 5% par an en 2024
- Prime de fidélité jusqu'à 200EUR en janvier 2025
- Accès privilégié à notre partenaire Couleur CE dès la 1ère heure de mission
- Mutuelle d'entreprise et accès au FASTT pour formations, réductions sur locations de voiture et gardes d'enfant prioritaires
-

Rejoignez Aquila RH pour faire évoluer votre carrière dans le secteur industriel et bénéficiez de conditions avantageuses pour votre intérim ! 

Votre profil:
Nous recherchons un Technicien de Maintenance h/f dynamique et autonome, justifiant d'une expérience réussie dans le domaine de l'industrie.
Vous êtes rigoureux, organisé et avez un bon sens du relationnel.
Une bonne capacité d'adaptation et un esprit d'équipe sont des qualités essentielles pour réussir dans ce poste.


- Expérience significative en maintenance industrielle
- Bonnes connaissances en électricité et mécanique
- Capacité à travailler en équipe et en autonomie
- Disponibilité pour travailler en journée puis en équipe 2x8
",2024-08-24T20:18:23.032Z,2024-08-24T20:18:23.301Z,I1203,Agent / Agente d'entretien du bâtiment,Factotum,MIS,Intérim - 4 Mois,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,7.0,Technicien,78.20Z,78.0,Activités des agences de travail temporaire,0.0,74 - Annemasse,46.189327,6.243054,74100.0,74012.0,AQUILA RH PILOTE,0.0,Horaire de 15.0 Euros à 15.0 Euros sur 12.0 mois,http://app.mytalentplug.com/redirection.aspx?ojid=viCSx1m59hxZ5Tl6BhY2FA==,http://app.mytalentplug.com/redirection.aspx?ojid=viCSx1m59hxZ5Tl6BhY2FA==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXHH,,,,,,,,,,,,,,,,,,
179XXHD,Mécanicien (H/F),"Mécanicien  automobile  expérimenté  prestation mécanique toute marque  
Du lundi au jeudi  8h30 12h 14h 18h
Et vendredi 8h30 16h non stop 
Savoir faire distribution vidange montage pneus  embrayage  changement de pièces",2024-08-24T20:10:45.192Z,2024-08-24T20:10:45.569Z,I1604,Mécanicien / Mécanicienne automobile,Mécanicien / Mécanicienne de garage automobile,CDI,CDI,Contrat travail,E,1 An(s),39H,Temps plein,0.0,0.0,6.0,Employé qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,13 - MARTIGUES,43.378374,5.053392,13500.0,13056.0,GARAGE STARTING AUTO,0.0,,,,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXHD,"[{'code': '116797', 'libelle': 'Intervention de service rapide', 'exigence': 'E'}, {'code': '116708', 'libelle': ""Procédures d'entretien de véhicules"", 'exigence': 'E'}, {'code': '107046', 'libelle': 'Changer ou réparer les moteurs, boîtes de vitesse, embrayages, suspensions, démarreurs', 'exigence': 'E'}, {'code': '118362', 'libelle': 'Déterminer une solution technique de remise en état du véhicule et des équipements', 'exigence': 'E'}]","[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}]",Autre,Primes,GARAGE STARTING AUTO - M. Manuel Paulo,,Selon expérience,"[{'libelle': 'Français', 'exigence': 'E'}]",Jamais,"[{'libelle': 'B - Véhicule léger', 'exigence': 'S'}]",,1.0,14 ALL ALLEE DES BRUYERES ,13500 Martigues,,,,
